Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2010-09-15,20:30:00,Import Price Index YoY,IMP1YOY% Index,Aug,4.10%,4.90%,3.80%,3.91%,12,0.78,0.45,US
2010-09-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,Sep,4.10,7.10,8.00,7.45,50,-1.66,2.32,US
2010-09-15,21:15:00,Industrial Production MoM,IP CHNG Index,Aug,0.20%,1.00%,0.20%,0.22%,78,0.00,0.16,US
2010-09-15,21:15:00,Capacity Utilization,CPTICHNG Index,Aug,74.70%,74.80%,75.00%,74.97%,69,-1.76,0.17,US
2010-09-16,20:30:00,PPI MoM,PPI CHNG Index,Aug,0.40%,0.20%,0.30%,0.42%,76,0.41,0.24,US
2010-09-16,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Aug,0.10%,0.30%,0.10%,0.12%,72,0.00,0.06,US
2010-09-16,20:30:00,PPI YoY,PPI YOY Index,Aug,3.10%,4.20%,3.10%,3.10%,32,0.22,0.23,US
2010-09-16,20:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Aug,1.30%,1.50%,1.30%,1.35%,31,0.00,0.13,US
2010-09-16,20:30:00,Initial Jobless Claims,INJCJC Index,Sep-11,450000,451000,459000,456880,42,-1.03,8.73,US
2010-09-16,20:30:00,Continuing Claims,INJCSP Index,Sep-04,4485000,4478000,4464000,4465670,12,1.21,17.32,US
2010-09-16,20:30:00,Current Account Balance,USCABAL Index,2Q,-123300000000,-109000000000,-125000000000,-124330000000,39,0.72,2.35,US
2010-09-16,21:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Jul,61200000000,44400000000,47500000000,45670000000,6,1.53,8.98,US
2010-09-16,21:00:00,Total Net TIC Flows,FRNTTNET Index,Jul,63700000000,-6700000000,,,2,,,US
2010-09-16,22:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Sep,-0.70,-7.70,0.50,0.98,57,-0.42,2.87,US
2010-09-17,20:30:00,CPI MoM,CPI CHNG Index,Aug,0.30%,0.30%,0.30%,0.25%,77,0.00,0.06,US
2010-09-17,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Aug,0.00%,0.10%,0.10%,0.09%,77,-2.80,0.04,US
2010-09-17,20:30:00,CPI YoY,CPI YOY Index,Aug,1.10%,1.20%,1.10%,1.13%,41,0.00,0.09,US
2010-09-17,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Aug,0.90%,0.90%,1.00%,0.96%,39,-1.85,0.05,US
2010-09-17,20:30:00,CPI Core Index SA,CPUPAXFE Index,Aug,221.78,221.68,,,1,,,US
2010-09-17,20:30:00,CPI Index NSA,CPURNSA Index,Aug,218.31,218.01,218.32,218.31,7,-0.13,0.09,US
2010-09-17,21:55:00,U. of Mich. Sentiment,CONSSENT Index,Sep P,66.60,68.90,70.00,70.06,65,-3.61,0.94,US
2010-09-20,22:00:00,NAHB Housing Market Index,USHBMIDX Index,Sep,13.00,13.00,14.00,13.66,50,-1.47,0.68,US
2010-09-21,20:30:00,Housing Starts,NHSPSTOT Index,Aug,598000,546000,550000,547220,74,3.19,15.03,US
2010-09-21,20:30:00,Housing Starts MoM,NHCHSTCH Index,Aug,10.50%,1.70%,0.70%,0.22%,74,3.55,2.75,US
2010-09-21,20:30:00,Building Permits,NHSPATOT Index,Aug,569000,565000,560000,559680,56,0.84,10.74,US
2010-09-21,20:30:00,Building Permits MoM,NHCHATCH Index,Aug,1.80%,-3.10%,0.20%,0.12%,56,0.84,1.92,US
2010-09-22,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,Sep-21,0.25%,0.25%,0.25%,0.25%,81,,0.00,US
2010-09-22,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Sep-19,-46.00,-43.00,,,2,,,US
2010-09-22,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Sep-19,-46.00,-43.00,,,2,,,US
2010-09-22,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Sep-17,-1.40%,-8.90%,,,0,,,US
2010-09-22,22:00:00,FHFA House Price Index MoM,HPIMMOM% Index,Jul,-0.50%,-0.30%,-0.20%,-0.21%,15,-0.72,0.41,US
2010-09-23,20:30:00,Initial Jobless Claims,INJCJC Index,Sep-18,465000,450000,450000,451850,47,2.23,6.71,US
2010-09-23,20:30:00,Continuing Claims,INJCSP Index,Sep-11,4489000,4485000,4473000,4475570,14,0.48,34.39,US
2010-09-23,22:00:00,Existing Home Sales,ETSLTOTL Index,Aug,4130000,3830000,4099999,4120000,72,0.16,0.18,US
2010-09-23,22:00:00,Existing Home Sales MoM,ETSLMOM Index,Aug,7.60%,-27.20%,7.10%,7.67%,72,0.11,4.82,US
2010-09-23,22:00:00,Leading Index,LEI CHNG Index,Aug,0.30%,0.10%,0.10%,0.13%,56,1.59,0.13,US
2010-09-24,20:30:00,Durable Goods Orders,DGNOCHNG Index,Aug,-1.30%,0.30%,-1.00%,-1.07%,73,-0.31,0.96,US
2010-09-24,20:30:00,Durables Ex Transportation,DGNOXTCH Index,Aug,2.00%,-3.80%,1.00%,1.07%,48,1.32,0.76,US
2010-09-24,20:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Aug,4.10%,-8.00%,3.00%,3.15%,11,0.86,1.27,US
2010-09-24,20:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Aug,1.60%,-1.50%,,,1,,,US
2010-09-24,22:00:00,New Home Sales,NHSLTOT Index,Aug,288000,276000,295000,295020,72,-0.66,10.68,US
2010-09-24,22:00:00,New Home Sales MoM,NHSLCHNG Index,Aug,0.00%,-12.40%,6.90%,6.89%,72,-1.78,3.87,US
2010-09-27,20:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Aug,-0.53,0.00,-0.50,-0.61,3,-0.14,0.21,US
2010-09-27,22:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Sep,-17.70,-13.50,-6.00,-8.80,5,-1.87,6.24,US
2010-09-28,21:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Jul,148.91,147.97,,,2,,,US
2010-09-28,21:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Jul,-0.13%,0.28%,-0.10%,-0.12%,15,-0.10,0.29,US
2010-09-28,21:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Jul,3.18%,4.23%,3.10%,3.05%,28,0.18,0.44,US
2010-09-28,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Sep,-2.00,11.00,6.00,6.00,6,-2.20,3.42,US
2010-09-28,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Sep,48.50,53.50,52.10,52.29,75,-2.53,1.42,US
2010-09-29,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Sep-26,-45.00,-46.00,,,2,,,US
2010-09-29,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Sep-26,-45.00,-46.00,,,2,,,US
2010-09-29,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Sep-24,-0.80%,-1.40%,,,0,,,US
2010-09-30,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,2Q T,1.70%,1.60%,1.60%,1.61%,81,0.87,0.12,US
2010-09-30,20:30:00,Personal Consumption,GDPCTOT% Index,2Q T,2.20%,2.00%,2.00%,1.99%,17,8.50,0.02,US
2010-09-30,20:30:00,GDP Price Index,GDP PIQQ Index,2Q T,1.90%,1.90%,1.90%,1.90%,39,0.00,0.05,US
2010-09-30,20:30:00,Core PCE QoQ,GDPCPCEC Index,2Q T,1.00%,1.10%,1.10%,1.10%,16,,0.00,US
2010-09-30,20:30:00,Initial Jobless Claims,INJCJC Index,Sep-25,453000,465000,460000,459640,47,-1.26,5.57,US
2010-09-30,20:30:00,Continuing Claims,INJCSP Index,Sep-18,4457000,4489000,4473000,4472930,14,-0.90,17.14,US
2010-09-30,21:45:00,MNI Chicago PMI,CHPMINDX Index,Sep,60.40,56.70,55.50,55.66,57,4.59,1.07,US
2010-09-30,22:00:00,ISM Milwaukee,MAPMINDX Index,Sep,50.00,59.00,58.00,57.67,3,-3.89,2.05,US
2010-10-01,20:30:00,Personal Income,PITLCHNG Index,Aug,0.50%,0.20%,0.30%,0.29%,76,2.58,0.08,US
2010-10-01,20:30:00,Personal Spending,PCE CRCH Index,Aug,0.40%,0.40%,0.30%,0.35%,79,1.49,0.07,US
2010-10-01,20:30:00,PCE Deflator YoY,PCE DEFY Index,Aug,1.50%,1.50%,1.50%,1.48%,17,0.00,0.05,US
2010-10-01,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,Aug,0.10%,0.10%,0.10%,0.08%,57,0.00,0.05,US
2010-10-01,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,Aug,1.40%,1.40%,1.40%,1.37%,29,0.00,0.04,US
2010-10-01,21:55:00,U. of Mich. Sentiment,CONSSENT Index,Sep F,68.20,66.60,67.00,67.00,64,2.02,0.59,US
2010-10-01,22:00:00,ISM Manufacturing,NAPMPMI Index,Sep,54.40,56.30,54.50,54.41,83,-0.10,0.98,US
2010-10-01,22:00:00,ISM Prices Paid,NAPMPRIC Index,Sep,70.50,61.50,59.00,59.12,17,7.09,1.62,US
2010-10-01,22:00:00,Construction Spending MoM,CNSTTMOM Index,Aug,0.40%,-1.00%,-0.40%,-0.36%,54,1.81,0.44,US
2010-10-02,05:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Sep,8820000,8660000,8700000,8650000,18,0.70,0.17,US
2010-10-02,05:00:00,Wards Total Vehicle Sales,SAARTOTL Index,Sep,11730000,11460000,11500000,11530000,45,1.42,0.16,US
2010-10-04,22:00:00,Factory Orders,TMNOCHNG Index,Aug,-0.50%,0.10%,-0.40%,-0.40%,64,-0.38,0.26,US
2010-10-04,22:00:00,Pending Home Sales MoM,USPHTMOM Index,Aug,4.30%,5.20%,2.50%,2.44%,38,1.05,1.71,US
2010-10-04,22:00:00,Pending Home Sales NSA YoY,USPHTYOY Index,Aug,-18.40%,-20.10%,,,0,,,US
2010-10-05,22:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Sep,53.20,51.50,52.00,51.88,76,1.67,0.72,US
2010-10-06,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Oct-03,-47.00,-45.00,,,2,,,US
2010-10-06,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Oct-03,-47.00,-45.00,,,2,,,US
2010-10-06,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Oct-01,-0.20%,-0.80%,,,0,,,US
2010-10-06,19:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Sep,-44.10%,-54.50%,,,0,,,US
2010-10-06,20:15:00,ADP Employment Change,ADP CHNG Index,Sep,-39000,-10000,20000,22730,37,-2.88,20.50,US
2010-10-07,20:30:00,Initial Jobless Claims,INJCJC Index,Oct-02,445000,453000,455000,453190,47,-1.73,5.79,US
2010-10-07,20:30:00,Continuing Claims,INJCSP Index,Sep-25,4462000,4457000,4450000,4459070,15,0.56,21.39,US
2010-10-07,22:20:00,ICSC Chain Store Sales YoY,MBRXYOYW Index,Sep,2.60%,3.20%,2.90%,2.85%,4,-2.04,0.12,US
2010-10-08,03:00:00,Consumer Credit,CICRTOT Index,Aug,-3340000000,-3600000000,-3500000000,-3440000000,39,0.08,1.91,US
2010-10-08,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Sep,-95000,-54000,-5000,-7390,87,-3.38,26.64,US
2010-10-08,20:30:00,Change in Private Payrolls,NFP PCH Index,Sep,64000,67000,75000,69100,60,-0.43,25.35,US
2010-10-08,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Sep,-6000,-27000,2000,5640,25,-0.91,8.83,US
2010-10-08,20:30:00,Unemployment Rate,USURTOT Index,Sep,9.60%,9.60%,9.70%,9.67%,82,-2.00,0.05,US
2010-10-08,20:30:00,Average Hourly Earnings MoM,AHE MOM% Index,Sep,0.00%,0.30%,0.20%,0.16%,57,-3.38,0.06,US
2010-10-08,20:30:00,Average Hourly Earnings YoY,AHE YOY% Index,Sep,1.70%,1.70%,1.70%,1.74%,15,0.00,0.06,US
2010-10-08,20:30:00,Average Weekly Hours All Employees,AWH TOTL Index,Sep,34.20,34.20,34.20,34.21,44,0.00,0.04,US
2010-10-08,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Aug,0.80%,1.30%,0.50%,0.50%,34,2.05,0.15,US
2010-10-12,19:30:00,NFIB Small Business Optimism,SBOITOTL Index,Sep,89.00,88.80,89.60,89.15,4,-0.56,0.98,US
2010-10-12,22:00:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Oct,46.40,45.30,45.30,45.45,4,0.96,1.15,US
2010-10-13,02:00:00,FOMC Meeting Minutes,FEDMMINU Index,Sep-21,,,,,0,,,US
2010-10-13,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Oct-10,-45.00,-47.00,,,2,,,US
2010-10-13,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Oct-10,-45.00,-47.00,,,2,,,US
2010-10-13,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Oct-08,14.60%,-0.20%,,,0,,,US
2010-10-13,20:30:00,Import Price Index MoM,IMP1CHNG Index,Sep,-0.30%,0.60%,-0.20%,-0.17%,52,-0.42,0.24,US
2010-10-13,20:30:00,Import Price Index YoY,IMP1YOY% Index,Sep,3.50%,4.10%,3.80%,3.56%,12,-0.33,0.91,US
2010-10-14,20:30:00,Trade Balance,USTBTOT Index,Aug,-46300000000,-42800000000,-44000000000,-43770000000,74,-1.31,1.76,US
2010-10-14,20:30:00,PPI MoM,PPI CHNG Index,Sep,0.40%,0.40%,0.10%,0.15%,74,1.63,0.18,US
2010-10-14,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Sep,0.10%,0.10%,0.10%,0.12%,72,0.00,0.06,US
2010-10-14,20:30:00,PPI YoY,PPI YOY Index,Sep,4.00%,3.10%,3.70%,3.64%,28,1.63,0.18,US
2010-10-14,20:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Sep,1.60%,1.30%,1.50%,1.51%,29,1.32,0.08,US
2010-10-14,20:30:00,Initial Jobless Claims,INJCJC Index,Oct-09,462000,445000,445000,445110,47,2.91,5.84,US
2010-10-14,20:30:00,Continuing Claims,INJCSP Index,Oct-02,4399000,4462000,4450000,4452380,13,-2.60,19.63,US
2010-10-15,20:30:00,CPI MoM,CPI CHNG Index,Sep,0.10%,0.30%,0.20%,0.18%,79,-1.68,0.06,US
2010-10-15,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Sep,0.00%,0.00%,0.10%,0.10%,77,-3.30,0.03,US
2010-10-15,20:30:00,CPI YoY,CPI YOY Index,Sep,1.10%,1.10%,1.20%,1.18%,39,-1.30,0.08,US
2010-10-15,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Sep,0.80%,0.90%,0.90%,0.88%,39,-1.78,0.06,US
2010-10-15,20:30:00,CPI Core Index SA,CPUPAXFE Index,Sep,221.78,221.78,,,2,,,US
2010-10-15,20:30:00,CPI Index NSA,CPURNSA Index,Sep,218.44,218.31,218.60,218.99,7,-0.16,1.03,US
2010-10-15,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,Sep,0.60%,0.40%,0.40%,0.43%,79,1.37,0.15,US
2010-10-15,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Sep,0.40%,0.60%,0.30%,0.32%,75,0.66,0.15,US
2010-10-15,20:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Sep,0.40%,0.50%,0.30%,0.28%,16,0.63,0.16,US
2010-10-15,20:30:00,Empire Manufacturing,EMPRGBCI Index,Oct,15.70,4.10,6.00,6.12,50,4.20,2.32,US
2010-10-15,21:55:00,U. of Mich. Sentiment,CONSSENT Index,Oct P,67.90,68.20,68.90,68.86,65,-0.63,1.58,US
2010-10-15,22:00:00,Business Inventories,MTIBCHNG Index,Aug,0.60%,1.00%,0.50%,0.43%,50,0.69,0.15,US
2010-10-16,02:00:00,Monthly Budget Statement,FDDSSD Index,Sep,-34500000000,-46600000000,-32000000000,-35390000000,28,-0.32,7.84,US
2010-10-18,21:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Aug,128699999999,61200000000,,,2,,,US
2010-10-18,21:00:00,Total Net TIC Flows,FRNTTNET Index,Aug,38900000000,63700000000,,,1,,,US
2010-10-18,21:15:00,Industrial Production MoM,IP CHNG Index,Sep,-0.20%,0.20%,0.20%,0.16%,72,-2.74,0.15,US
2010-10-18,21:15:00,Capacity Utilization,CPTICHNG Index,Sep,74.70%,74.70%,74.80%,74.74%,63,-0.31,0.33,US
2010-10-18,22:00:00,NAHB Housing Market Index,USHBMIDX Index,Oct,16.00,13.00,14.00,13.77,47,3.38,0.59,US
2010-10-19,20:30:00,Housing Starts,NHSPSTOT Index,Sep,610000,598000,580000,580040,71,1.79,16.73,US
2010-10-19,20:30:00,Housing Starts MoM,NHCHSTCH Index,Sep,0.30%,10.50%,-3.00%,-3.00%,71,1.18,2.80,US
2010-10-19,20:30:00,Building Permits,NHSPATOT Index,Sep,539000,569000,575000,573250,53,-3.55,10.14,US
2010-10-19,20:30:00,Building Permits MoM,NHCHATCH Index,Sep,-5.60%,1.80%,0.70%,0.39%,53,-3.54,1.78,US
2010-10-20,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Oct-17,-46.00,-45.00,,,2,,,US
2010-10-20,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Oct-17,-46.00,-45.00,,,2,,,US
2010-10-20,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Oct-15,-10.50%,14.60%,,,0,,,US
2010-10-21,02:00:00,Fed's Beige Book,,,,,,,,,,US
2010-10-21,20:30:00,Initial Jobless Claims,INJCJC Index,Oct-16,452000,462000,455000,452570,47,-0.44,6.89,US
2010-10-21,20:30:00,Continuing Claims,INJCSP Index,Oct-09,4441000,4399000,4420000,4421790,14,0.75,27.88,US
2010-10-21,22:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Oct,1.00,-0.70,2.00,1.71,53,-0.29,3.45,US
2010-10-21,22:00:00,Leading Index,LEI CHNG Index,Sep,0.30%,0.30%,0.30%,0.32%,57,0.00,0.11,US
2010-10-25,20:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Sep,-0.58,-0.53,-0.30,-0.26,3,-2.47,0.11,US
2010-10-25,22:00:00,Existing Home Sales,ETSLTOTL Index,Sep,4530000,4130000,4300000,4320000,72,1.93,0.12,US
2010-10-25,22:00:00,Existing Home Sales MoM,ETSLMOM Index,Sep,10.00%,7.60%,4.10%,4.49%,72,2.04,2.88,US
2010-10-25,22:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Oct,2.60,-17.70,-8.00,-8.31,7,1.91,5.54,US
2010-10-26,21:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Aug,-0.28%,-0.13%,-0.20%,-0.34%,15,-0.27,0.30,US
2010-10-26,21:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Aug,1.70%,3.18%,2.10%,2.15%,27,-0.57,0.70,US
2010-10-26,21:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Aug,148.59,148.91,,,2,,,US
2010-10-26,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Oct,5.00,-2.00,1.00,1.59,6,2.18,1.84,US
2010-10-26,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Oct,50.20,48.50,49.90,49.61,75,0.19,1.55,US
2010-10-26,22:00:00,FHFA House Price Index MoM,HPIMMOM% Index,Aug,0.40%,-0.50%,-0.20%,-0.21%,12,4.34,0.14,US
2010-10-27,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Oct-24,-47.00,-46.00,,,2,,,US
2010-10-27,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Oct-24,-47.00,-46.00,,,2,,,US
2010-10-27,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Oct-22,3.20%,-10.50%,,,0,,,US
2010-10-27,20:30:00,Durable Goods Orders,DGNOCHNG Index,Sep,3.30%,-1.30%,2.00%,2.31%,76,0.98,1.33,US
2010-10-27,20:30:00,Durables Ex Transportation,DGNOXTCH Index,Sep,-0.80%,2.00%,0.50%,0.46%,46,-2.74,0.47,US
2010-10-27,20:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Sep,-0.60%,4.10%,0.80%,0.48%,10,-0.70,1.93,US
2010-10-27,20:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Sep,0.40%,1.60%,,,0,,,US
2010-10-27,22:00:00,New Home Sales,NHSLTOT Index,Sep,307000,288000,300000,300120,73,0.76,9.25,US
2010-10-27,22:00:00,New Home Sales MoM,NHSLCHNG Index,Sep,6.60%,0.00%,4.20%,4.47%,73,0.64,3.77,US
2010-10-28,20:30:00,Initial Jobless Claims,INJCJC Index,Oct-23,434000,452000,450000,451350,48,-2.24,7.15,US
2010-10-28,20:30:00,Continuing Claims,INJCSP Index,Oct-16,4356000,4441000,4430000,4409330,15,-1.21,61.18,US
2010-10-29,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,3Q A,2.00%,1.70%,2.00%,2.06%,83,0.00,0.45,US
2010-10-29,20:30:00,Personal Consumption,GDPCTOT% Index,3Q A,2.60%,2.20%,2.50%,2.46%,35,0.36,0.28,US
2010-10-29,20:30:00,GDP Price Index,GDP PIQQ Index,3Q A,2.30%,1.90%,1.80%,1.78%,38,1.84,0.27,US
2010-10-29,20:30:00,Core PCE QoQ,GDPCPCEC Index,3Q A,0.80%,1.00%,1.00%,1.05%,20,-2.70,0.07,US
2010-10-29,20:30:00,Employment Cost Index,ECI SA% Index,3Q,0.40%,0.50%,0.50%,0.48%,57,-1.40,0.07,US
2010-10-29,21:45:00,MNI Chicago PMI,CHPMINDX Index,Oct,60.60,60.40,58.00,57.68,60,1.73,1.50,US
2010-10-29,21:55:00,U. of Mich. Sentiment,CONSSENT Index,Oct F,67.70,67.90,68.00,68.22,63,-0.53,0.57,US
2010-10-29,22:00:00,ISM Milwaukee,MAPMINDX Index,Oct,56.00,50.00,,,2,,,US
2010-11-01,20:30:00,Personal Income,PITLCHNG Index,Sep,-0.10%,0.50%,0.20%,0.20%,63,-1.99,0.15,US
2010-11-01,20:30:00,Personal Spending,PCE CRCH Index,Sep,0.20%,0.40%,0.40%,0.38%,67,-2.36,0.08,US
2010-11-01,20:30:00,PCE Deflator YoY,PCE DEFY Index,Sep,1.40%,1.50%,1.40%,1.43%,16,0.00,0.09,US
2010-11-01,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,Sep,0.00%,0.10%,0.10%,0.06%,43,-1.91,0.05,US
2010-11-01,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,Sep,1.20%,1.40%,1.30%,1.32%,21,-0.99,0.10,US
2010-11-01,22:00:00,ISM Manufacturing,NAPMPMI Index,Oct,56.90,54.40,54.00,54.11,75,3.37,0.86,US
2010-11-01,22:00:00,ISM Prices Paid,NAPMPRIC Index,Oct,71.00,70.50,70.00,70.75,16,0.53,1.90,US
2010-11-01,22:00:00,Construction Spending MoM,CNSTTMOM Index,Sep,0.50%,0.40%,-0.50%,-0.40%,50,2.33,0.43,US
2010-11-03,05:00:00,ABC Consumer Confidence,ACNFCOMF Index,Oct-31,-46.00,-47.00,-47.00,-46.67,3,2.12,0.47,US
2010-11-03,05:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Oct-31,-46.00,-47.00,-47.00,-46.67,3,2.12,0.47,US
2010-11-03,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Oct-29,-5.00%,3.20%,,,0,,,US
2010-11-03,19:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Oct,-31.80%,-44.10%,,,0,,,US
2010-11-03,20:15:00,ADP Employment Change,ADP CHNG Index,Oct,43000,-39000,20000,20290,38,1.62,14.18,US
2010-11-03,22:00:00,Factory Orders,TMNOCHNG Index,Sep,2.10%,-0.50%,1.60%,1.54%,68,1.15,0.43,US
2010-11-03,22:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Oct,54.30,53.20,53.50,53.41,76,1.21,0.66,US
2010-11-04,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,Nov-03,0.25%,0.25%,0.25%,0.25%,66,,0.00,US
2010-11-04,05:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Oct,9270000,8820000,8900000,8890000,18,3.44,0.11,US
2010-11-04,05:00:00,Wards Total Vehicle Sales,SAARTOTL Index,Oct,12250000,11730000,11800000,11850000,41,3.20,0.14,US
2010-11-04,20:30:00,Nonfarm Productivity,PRODNFR% Index,3Q P,1.90%,-1.80%,1.00%,1.18%,65,1.27,0.71,US
2010-11-04,20:30:00,Unit Labor Costs,COSTNFR% Index,3Q P,-0.10%,1.10%,0.60%,0.45%,57,-0.84,0.83,US
2010-11-04,20:30:00,Initial Jobless Claims,INJCJC Index,Oct-30,457000,434000,442000,442240,50,2.59,5.78,US
2010-11-04,20:30:00,Continuing Claims,INJCSP Index,Oct-23,4340000,4356000,4378000,4370290,14,-1.10,34.24,US
2010-11-04,23:09:00,ICSC Chain Store Sales YoY,MBRXYOYW Index,Oct,1.60%,2.60%,,,0,,,US
2010-11-05,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Oct,151000,-95000,60000,59280,83,3.73,24.38,US
2010-11-05,20:30:00,Change in Private Payrolls,NFP PCH Index,Oct,159000,64000,80000,82130,55,4.07,19.42,US
2010-11-05,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Oct,-7000,-6000,5000,3780,25,-1.46,8.23,US
2010-11-05,20:30:00,Unemployment Rate,USURTOT Index,Oct,9.60%,9.60%,9.60%,9.62%,80,0.00,0.06,US
2010-11-05,20:30:00,Average Hourly Earnings MoM,AHE MOM% Index,Oct,0.20%,0.00%,0.20%,0.15%,54,0.00,0.05,US
2010-11-05,20:30:00,Average Hourly Earnings YoY,AHE YOY% Index,Oct,1.70%,1.70%,1.60%,1.62%,11,1.20,0.08,US
2010-11-05,20:30:00,Average Weekly Hours All Employees,AWH TOTL Index,Oct,34.30,34.20,34.20,34.22,40,2.50,0.04,US
2010-11-06,00:30:00,Pending Home Sales MoM,USPHTMOM Index,Sep,-1.80%,4.30%,3.00%,2.79%,40,-3.73,1.29,US
2010-11-06,00:30:00,Pending Home Sales NSA YoY,USPHTYOY Index,Sep,-24.90%,-18.40%,,,0,,,US
2010-11-06,03:00:00,Consumer Credit,CICRTOT Index,Sep,2100000000,-3340000000,-3000000000,-3390000000,35,2.52,2.02,US
2010-11-09,20:30:00,NFIB Small Business Optimism,SBOITOTL Index,Oct,91.70,89.00,90.00,90.06,9,3.09,0.55,US
2010-11-09,23:00:00,Wholesale Inventories MoM,MWINCHNG Index,Sep,1.50%,0.80%,0.70%,0.72%,34,3.11,0.27,US
2010-11-09,23:00:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Nov,46.70,46.40,47.00,46.73,3,-0.57,0.52,US
2010-11-09,23:00:00,JOLTS Job Openings,JOLTTOTL Index,Sep,2929.00,3201.00,,,0,,,US
2010-11-10,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Nov-07,-46.00,-46.00,,,2,,,US
2010-11-10,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Nov-07,-46.00,-46.00,,,2,,,US
2010-11-10,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Nov-05,5.80%,-5.00%,,,0,,,US
